"garden","city","impervious_1000","year","round","subplot","garden_yr","survey","subplot_index","cult_richness","cult_diversity","cult_total_cover","Beta.vulgaris","Narcissus.sp.","Foeniculum.vulgare","Artemisia.absinthium","Calendula.officinalis","Centaurea.cyanus","Helianthus.annuus","Helianthus.tuberosus","Helichrysum.italicum","Phacelia.tanacetifolia","Diplotaxis.tenuifolia","Raphanus.sativus","Commelina.communis","Hylotelephium.telephium","Cucurbita.pepo","Euphorbia.lathyris","Pisum.sativum","Iris.germanica","Lavandula.angustifolia","Lavandula.stoechas","Melissa.officinalis","Salvia.officinalis","Malva.sp.","Dicentra.sp.abilis","Eschscholzia.californica","Papaver.rhoeas","Fagopyrum.esculentum","Alchemilla.sp.","Rosa.sp.","Allium.cepa","Apium.graveolens","Coriandrum.sativum","Daucus.carota","Convallaria.majalis","Echinacea.purpurea","Symphyotrichum.sp.","Borago.officinalis","Cerinthe.major","Lobularia.maritima","Valerianella.locusta","Lathyrus.latifolius","Origanum.vulgare","Salvia.rosmarinus","Malva.sylvestris","Rheum.x.hybridum","Aquilegia.vulgaris","Thymus.citriodorus_x.vulgaris","Thymus.vulgaris","Chrysanthemum.sp.","Dianthus.barbatus","Papaver.somniferum","Tulipa.sp.","Solanum.tuberosum","Hedera.helix","Lunaria.annua","Pyracantha.coccinea","Tropaeolum.majus","Allium.schoenoprasum","Levisticum.officinale","Silybum.marianum","Mahonia.aquifolium","Symphoricarpos.orbiculatus","Iris.sp.","Mentha.piperita","Parthenocissus.quinquefolia","Hemerocallis.sp.","Spinacia.oleracea","Petroselinum.crispum","Centaurea.scabiosa","Cosmos.bipinnatus","Rudbeckia.sp.","Tagetes.sp.","Campanula.sp.","Heliopsis.helianthoides","Brassica.sp.","Sinapis.alba","Ajuga.reptans","Papaver.sp.","Lactuca.sativa","Brassica.juncea","Eruca.sativa","Cornus.sericea","Phaseolus.vulgaris","Agastache.foeniculum","Ocimum.basilicum","Capsicum.annuum","Allium.sp.","Cornus.sp.","Ribes.sp.","Solanum.melongena","Calluna.vulgaris","Origanum.majorana","Asclepias.tuberosa","Bellis.perennis","Rudbeckia.hirta","Lupinus.polyphyllus","Geranium.sp.","Ribes.uva.crispa","Hydrangea.macrophylla","Ligustrum.vulgare","Consolida.ajacis","Hieracium.aurantiacum","Symphytum.officinale","Sedum.reflexum","Cytisus.scoparius","Ribes.nigrum","Nigella.damascena","Pyrus.communis","Brassica.oleracea","Cerastium.tomentosum","Rubus.idaeus","Allium.sativum","Asclepias.sp.","Chrysanthemum.x.grandiflorum","Osteospermum.fruticosum","Lepidium.sativum","Kalanchoe.daigremontiana","Cucumis.sativus","Cyclanthera.pedata","Gaura.lindheimeri","Antirrhinum.majus","Viola.wittrockiana","Muscari.botryoides","Raphanus.raphanistrum","Vaccaria.hispanica","Ipomoea.sp.","Agrostemma.githago","Trifolium.incarnatum","Ribes.rubrum","Malva.alcea","Polemonium.caeruleum","Cardiospermum.halicacabum","Campsis.radicans","Helleborus.niger","Sanguisorba.minor","Nicandra.physalodes","Nicotiana.tabacum","Lysimachia.nummularia","Galium.odoratum","Dahlia.sp.","Chenopodium.giganteum","Allium.fistulosum","Gaillardia.x.grandiflora","Leucanthemum.vulgare","Raphanus.sp.","Lobelia.sp.","Tradescantia.virginiana","Erica.sp.","Leonurus.cardiaca","Perilla.frutescens","Lupinus.sp.","Onobrychis.viciifolia","Calamintha.menthifolia","Artemisia.dracunculus","Satureja.hortensis","Gypsophila.sp.","Hyssopus.officinalis","Mentha.x.rotundifolia","Linaria.sp.","Rubus.fruticosus","Viola.odorata","Juniperus.communis","Salvia.verticillata","Taxus.baccata","Geranium.macrorrhizum","Malva.verticillata","Physalis.peruviana","Amaranthus.caudatus","Anthriscus.cerefolium","Vinca.minor","Monarda.didyma","Narcissus.pseudonarcissus","Prunus.laurocerasus","Datura.stramonium","Anthemis.tinctoria","Armoracia.rusticana","Buddleja.davidii","Dianthus.giganteus","Sempervivum.sp.","Ruta.graveolens","Artemisia.sp.","Santolina.viridis","Lepidium.latifolium","Dianthus.sp.","Cleome.spinosa","Salvia.sp.","Artemisia.abrotanum","Glebionis.coronaria","Lactuca.sp.","Oxalis.sp.","Malus.domestica","Buxus.sempervirens","Thymus.sp.","Alcea.rosea","Ornithopus.sativus","Zinnia.elegans","Glycine.max","Amelanchier.sp.","Symphoricarpos.albus","Cornus.mas","Gleditsia.triacanthos","Rosa.rugosa","Brunnera.macrophylla","Monarda.fistulosa","Tanacetum.parthenium","Hydrangea.paniculata","Salvia.sclarea","Linum.sp.","Mirabilis.jalapa","Cotoneaster.sp.","Nepeta.faassenii","Prunus.persica","Verbena.x.hybrida","Angelica.archangelica","Muscari.sp.","Lithospermum.sp.","Myosotis.sp.","Dipsacus.fullonum","Phedimus.spurius","Euphorbia.cyparissias","Geranium.pusillum","Paeonia.sp.","Veronica.serpyllifolia","Phlox.sp.","Rumex.sanguineus","Aquilegia.sp.","Chaenomeles.sp.","Filipendula.ulmaria","Primula.veris","Arctium.lappa","Zinnia.sp.","Aegopodium.podagraria","Erysimum.cheiri","Dianthus.deltoides","Malva.moschata","Phlox.paniculata","Phlox.subulata","Sanguisorba.tenuifolia","Physalis.sp.","Urtica.sp.","Euonymus.fortunei","Waldsteinia.ternata","Centaurea.montana","Tanacetum.vulgare","Pulmonaria.officinalis","Vicia.cracca","Chenopodium.sp.","Cucurbita.sp.","Tropaeolum.sp.","Gentiana.sp.","Crocus.sp.","Viola.tricolor","Allium.ampeloprasum","Pastinaca.sativa","Geranium.pratense","Verbascum.sp.","Cirsium.sp.","Galinsoga.parviflora","Antennaria.dioica","Aubrieta.sp.","Hylotelephium.anacampseros","Iris.sibirica","Fritillaria.imperalis","Alchemilla.mollis","Myosotis.sylvatica","Isatis.tinctoria","Linum.usitatissimum","Claytonia.perfoliata","Rubia.tinctorum","Phacelia.sp.","Stellaria.media","Atriplex.hortensis","Nepeta.cataria","Plantago.coronopus","Alliaria.petiolata","Barbarea.vulgaris","Phaseolus.sp.","Urtica.dioica","Euryops.chrysanthemoides","Felicia.amelloides","Brassica.rapa","Thymus.serpyllum","Alpinia.officinarum","Allium.ascalonicum","Anthriscus.sp.","Salvia.pratensis","Lythrum.salicaria","Rumex.acetosa","Verbena.officinalis","Cichorium.intybus","Matricaria.chamomilla","Geranium.molle","Mentha.x.villosa","Dianthus.caryophyllus","Lysimachia.punctata","Primula.vulgaris","Hypericum.perforatum","Hypericum.sp.","Maclura.pomifera","Clematis.sp.","Allium.aflatunense","Solidago.canadensis","Tanacetum.corymbosum","Valeriana.officinalis","Cytisus.multiflorus","Digitalis.purpurea","Stellaria.holostea","Primula.sp.","Digera.muricata","Myrrhis.odorata","Calendula.sp.","Solidago.sp.","Tragopogon.sp.","Valeriana.sp.","Sedum.hispanicum","Sempervivum.tectorum","Dryopteris.filix.mas","Lamium.galeobdolon","Stachys.byzantina","Filipendula.sp.","Fragaria.vesca","Sanguisorba.sp.","Saururus.sp.","Vitis.vinifera","Hyacinthus.sp.","Cosmos.sulphureus","Platycodon.grandiflorus","Silene.sp.","Cicer.arietinum","Pisum.sp.","Satureja.sp.","Paeonia.japonica","Papaver.orientale","Polemonium.reptans","Anemone.tomentosa","Allium.sphaerocephalum","Daucus.sativus","Petasites.sp.","Clypeola.jonthlaspi","Scabiosa.columbaria","Geranium.sylvaticum","Mentha.longifolia","Rumex.scutatus","Lepidium.sp.","Mentha.spicata","Physalis.alkekengi","Scilla.peruviana","Centaurea.nigra","Senecio.alpinus","Lavandula.sp.","Salvia.nemorosa","Dianthus.carthusianorum","Saponaria.ocymoides","Geranium.robertianum","Anemone.hupehensis","Centaurea.fischeri","Centaurea.sp.","Vicia.faba","Cirsium.arvense","Cosmos.sp.","Echium.vulgare","Silene.coronaria","Trifolium.repens","Iris.pratensis","Epilobium.parviflorum","Anethum.graveolens","Physalis.philadelphica","Chenopodium.album","Capsella.bursa.pastoris","Convolvulus.arvensis","Fumaria.sp.","Achillea.millefolium","Gypsophila.paniculata","Saponaria.officinalis","Ipomoea.purpurea","Vicia.sp.","Linum.grandiflorum","Verbascum.pulverulentum","Cynara.cardunculus","Humulus.lupulus","Asphodeline.lutea","Achillea.sp.","Lychnis.sp.","Portulaca.oleracea","Callistephus.chinensis","Cichorium.endivia","Inula.helenium","Iberis.sp.","Crambe.maritima","Oxalis.tuberosa","Potentilla.reptans","Vaccinium.myrtillus","Medicago.sativa","Laurus.nobilis","Capsicum.sp.","Amaranthus.blitum","Prunus.spinosa","Erigeron.canadensis","Euphorbia.helioscopia","Allium.tuberosum","Matricaria.sp.","Veronica.persica","Datura.sp.","Scorzonera.hispanica","Coronilla.varia","Lathyrus.sp.","Geranium.sanguineum","Menyanthes.trifoliata","Nymphoides.peltata","Persicaria.orientalis","Rumex.patientia","Rosa.multiflora","Rubus.phoenicolasius","Allium.viviparum","Begonia.sp.","Baptisia.australis","Amaranthus.sp.","Cucurbita.maxima","Salvia.lyrata","Sideritis.sp.","Sonchus.arvensis","Tanacetum.balsamita","Silene.vulgaris","Glechoma.hederacea","Linum.perenne","Plantago.lanceolata","Echium.sp.","Lamium.album","Origanum.sp.","Heuchera.sp.","Silene.armeria","Oenothera.biennis","Coreopsis.grandiflora","Leucanthemum.sp.","Osteospermum.sp.","Saponaria.sp.","Ipomoea.batatas","Physostegia.virginiana","Anemone.sp.","Verbascum.nigrum","Tripleurospermum.inodorum","Cyclachaena.xanthiifolia","Calystegia.sepium","Amaranthus.retroflexus","Hosta.plantaginea","Asplenium.scolopendrium","Rudbeckia.fulgida","Solidago.gigantea","Cerastium.sp.","Phaseolus.coccineus","Basella.alba","Ipomoea.aquatica","Cucumis.melo","Stachys.sp.","Capsicum.frutescens","Lemna.minor","Hieracium.sp.","Sedum.rupestre","Myriophyllum.spicatum","Oxalis.articulata","Typha.latifolia","Silene.latifolia","Leucanthemum.paludosum","Pallenis.maritima","Helleborus.sp.","Ipomoea.violacea","Oenothera.sp.","Oxalis.stricta","Daphne.mezereum","Symphoricarpos.sp.","Lactuca.virosa","Cistus.creticus","Myriophyllum.sp.","Satureja.montana","Lilium.sp.","Nuphar.lutea","Nymphaea.alba","Bidens.ferulifolia","Galega.officinalis","Bergenia.sp.","Vinca.major","Gaillardia.sp.","Sonchus.asper","Campanula.haylodgensis","Medicago.lupulina","Trifolium.dubium","Trifolium.pratense","Linaria.purpurea","Polygonum.aviculare","Calibrachoa.sp.","Prunella.vulgaris","Kniphofia.sp.","Galinsoga.sp.","Trifolium.resupinatum","Gaillardia.pulchella","Erysimum.odoratum","Salvia.microphylla","Paeonia.officinalis","Antirrhinum.sp.","Saxifraga.cuneifolia","Saxifraga.sp.","Physalis.pruinosa","Lunaria.sp.","Elsholtzia.ciliata","Eryngium.planum","Artemisia.vulgaris","Dryopteris.sp.","Melilotus.albus","Berberis.vulgaris","Liatris.spicata","Sedum.acre","Mentha.arvensis","Rumex.obtusifolius","Delphinium.consolida","Verbascum.phlomoides","Ismelia.carinata","Prunella.grandiflora","Paeonia.suffruticosa","Rosa.canina","Ligularia.dentata","Cornus.sanguinea","Althaea.officinalis","Foeniculum.sp.","Lamium.maculatum","Allium.ursinum","Arnica.montana","Phlomis.tuberosa","Cyclamen.sp.","Narcissus.cyclamineus","Hyacinthus.orientalis","Arabis.sp.","Aurinia.saxatilis","Cardamine.hirsuta","Hydrangea.sp.","Puschkinia.scilloides","Eranthis.hyemalis","Fragaria.sp.","Veronica.hederifolia","Galanthus.nivalis","Knautia.arvensis","Cardamine.sp.","Lamium.amplexicaule","Paeonia.lutea","Bergenia.crassifolia","Lamium.purpureum","Delphinium.elatum","Rumex.sp.","Geum.urbanum","Geranium.argenteum","Allium.paradoxum","Lamium.sp.","Acer.sp.","Chelidonium.majus","Dipsacus.sp.","Nepeta.x.faassenii","Lithospermum.officinale","Bunias.orientalis","Lonicera.fragrantissima","Prunella.sp.","Salvia.hispanica","Potentilla.anserina","Potentilla.erecta","Hyacinthoides.sp.","Narcissus.tazetta","Trifolium.sp.","Lilium.regale","Anemone.x.hybrida","Centaurea.triumfettii","Campanula.poscharskyana","Silene.viscaria","Primula.elatior","Aquilegia.atrata","Centranthus.ruber","Lupinus.hartwegii","Aubrieta.deltoidea","Hylotelephium.sieboldii","Primula.acaulis","Viola.sp.","Chenopodium.quinoa","Mentha.aquatica","Fallopia.convolvulus","Stratiotes.aloides","Linaria.vulgaris","Calendula.stellata","Erigeron.acris","Senecio.sylvaticus","Tradescantia.x.andersoniana","Allium.giganteum","Erigeron.annuus","Lathyrus.odoratus","Asparagus.aethiopicus","Argyranthemum.frutescens","Bellis.x.perennis","Chamaemelum.nobile","Helichrysum.bracteatum","Zinnia.angustifolia","Armeria.alpina","Hepatica.nobilis","Carum.carvi","Thymus.longicaulis","Astilbe.sp.","Hesperis.matronalis","Silene.chalcedonica","Rumex.rugosus","Sanguisorba.officinalis","Campanula.medium","Campanula.persicifolia","Armeria.maritima","Rosa.polyantha","Ocimum.kilimandscharicum_x.basilicum","Atriplex.sp.","Senecio.jacobaea","Smallanthus.sonchifolius","Salvia.elegans","Lythrum.sp.","Phedimus.aizoon","Persicaria.maculosa","Agrimonia.eupatoria","Ulmus.sp.","Achillea.filipendulina","Lactuca.serriola","Allium.moly","Myosotis.arvensis","Rosa.chinensis","Sambucus.nigra","Tagetes.tenuifolia","Nepeta.sp.","Epilobium.sp.","Crataegus.sp.","Aethusa.cynapium","Oxalis.corniculata","Berberis.thunbergii","Achillea.chrysocoma","Achillea.macrophylla","Oxalis.tetraphylla","Pterocarya.sp.","Ocimum.canum","Ribes.x.nidigrolaria","Rhododendron.sp.","Solanum.aethiopicum","Alchemilla.vulgaris","Yucca.filamentosa","Artemisia.verlotiorum","Echinops.sp.","Symphyotrichum.novi.belgii","Euphorbia.characias","Hypericum.androsaemum","Alcea.sp.","Thymus.odoratissimus","Thymus.pulegioides","Malva.arborea","Circaea.lutetiana","Hemerocallis.fulva","Iva.xanthiifolia","Onopordum.acanthium","Camelina.sp.","Malcolmia.africana","Calendula.arvensis","Helianthus.debilis","Erysimum.cheiranthoides","Veronica.spicata","Amaranthus.cruentus","Oenanthe.aquatica","Senecio.inaequidens","Nasturtium.officinale","Gynostemma.pentaphyllum","Nepeta.racemosa","Limonium.sinuatum","Muehlenbeckia.complexa","Tithonia.rotundifolia","Canna.indica","Agastache.rugosa","Thalictrum.aquilegiifolium","Berteroa.incana","Plantago.major","Thunbergia.alata","Aster.novae.angliae","Viola.arvensis","Lavandula.officinalis","Potentilla.indica","Heuchera.micrantha","Graptopetalum.sp.","Succisa.pratensis","Bellis.sylvestris","Galeopsis.tetrahit","Stachys.sylvatica","Reseda.lutea","Rorippa.palustris","Hylotelephium.sp.","Mentha.suaveolens","Knautia.sp.","Heuchera.sanguinea","Zea.mays","Sonchus.oleraceus","Crocosmia.x.crocosmiiflora","Santolina.sp.","Rosmarinus.officinalis","Veronica.longifolia","Aster.sp.","Argyranthemum.sp.","Luzula.campestris","Vicia.sativa","Gagea.sp.","Dichondra.micrantha","Eupatorium.cannabinum","Aloysia.citrodora","Verbena.bonariensis","Geum.sp.","Sedum.spurium","Filipendula.vulgaris","Lysimachia.thrysiflora","Malephora.crocea","Oxyria.digyna","Campanula.rapunculoides","Sempervivum.montanum","Tradescantia.sp.","Gladiolus.communis","Brachyscome.iberidifolia","Delphinium.sp.","Allium.odorum","Euphorbia.amygdaloides","Houttuynia.cordata","Cyanus.segetum","Lathyrus.tuberosus","Hemerocallis.minor","Thymus.pannonicus","Ginkgo.biloba","Daucus.sp.","Sanguisorba.alpina","Leucanthemum.maximum","Aurina.saxatilis","Eudianthe.coeli.rosa","Pimpinella.saxifraga","Lychnis.coronaria","Verbascum.blattaria","Asparagus.officinalis","Bistorta.amplexicaulis","Scabiosa.sp.","Rudbeckia.laciniata","Campanula.trachelium","Scabiosa.canescens","Ficaria.verna","Thymus.pulegeoides","Silene.uniflora","Tetragonia.tetragonoides","Sanicula.europaea","Tragopogon.dubius","Gypsophilia.repens","Iris.pseudacorus","Lilium.bulbiferum","Atocion.armeria","Paeonia.mascula","Geranium.endressii","Sedum.sexangulare","Rheum.rhabarbarum","Eruca.vesicaria","Bistorta.vivpara","Rosa.corymbifera","Tagetes.x_erecta","Cerastium.arvense","Sedum.album","Lavendula.sp.","Rheum.sp.","Zinnia.haageana","Lemna.sp.","Coronilla.spec","Symphytum.sp.","Epimedium.sp.","Fragaria.x.ananassa","Gladiolus.hortulanus","Lamprocapnos.sp.abilis","Mentha.sp.","Mentha.x.piperita","Paeonia.lactiflora","Rubus.sp.","Sedum.sp.","Solanum.lycopersicum","Taraxacum.sp.","Veronica.sp."
"AKT","Berlin",28.52,2020,1,"C2","AKT_2020","AKT_2020_1","AKT_2020_1_C2",2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AKT","Berlin",28.52,2020,1,"A1","AKT_2020","AKT_2020_1","AKT_2020_1_A1",7,5.06930693069307,32,5,0,0,0,5,5,0,5,0,0,0,1,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AKT","Berlin",28.52,2020,1,"D1","AKT_2020","AKT_2020_1","AKT_2020_1_D1",6,3.97647058823529,26,0,2,0,0,5,0,0,0,0,0,1,0,2,10,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
