"MDS1","MDS2","MDS3","status","city","Urb"
-0.39981935386008,-0.111545861556639,0.135831610699017,"Berlin Rural","Berlin","Rural"
-0.266906928690021,0.271320832277342,0.151983405780489,"Berlin Rural","Berlin","Rural"
-0.191791856036703,-0.10278044692283,-0.162623092546079,"Berlin Rural","Berlin","Rural"
-0.0621753154121603,0.334045697570437,-0.0891579087718074,"Berlin Rural","Berlin","Rural"
-0.331023745888487,-0.0627781166613564,-0.317961503518174,"Berlin Rural","Berlin","Rural"
-0.411146692741596,0.231674225525962,-0.0196593311321103,"Berlin Rural","Berlin","Rural"
-0.459593670776755,-0.199025483516455,0.00730706596125608,"Berlin Rural","Berlin","Rural"
0.168376682388089,0.279113221413561,0.424898249520524,"Berlin Rural","Berlin","Rural"
0.0613550674663813,0.469810457550896,0.214697870126801,"Berlin Rural","Berlin","Rural"
-0.357847054098437,0.194631514146129,0.15781796903706,"Berlin Rural","Berlin","Rural"
-0.519071688734723,-0.0277851117989799,0.0198421766382238,"Berlin Rural","Berlin","Rural"
0.0136621203701563,0.318494916792457,0.127186902159624,"Berlin Rural","Berlin","Rural"
-0.325520070935381,-0.131930967677719,0.0334035636229739,"Berlin Rural","Berlin","Rural"
-0.167093031445809,0.343034050434054,0.102165697065168,"Berlin Rural","Berlin","Rural"
0.0115609000069573,-0.00855012046053381,-0.434990541604365,"Munich Urban","Munich","Urban"
-0.124530162415756,-0.0813312974770494,-0.3269446457611,"Munich Urban","Munich","Urban"
-0.156614578829441,0.00383360823780289,-0.264754365742637,"Munich Urban","Munich","Urban"
-0.0492461120341343,-0.202795124518493,-0.219612274236731,"Munich Urban","Munich","Urban"
0.0652696737045478,0.101280785848633,-0.19547050155983,"Munich Urban","Munich","Urban"
0.243744874612744,-0.2159074343014,0.122597369470452,"Munich Urban","Munich","Urban"
0.165868625500904,0.0774235352906862,0.0477247508402721,"Munich Urban","Munich","Urban"
-0.016786140966126,-0.0954877493474935,-0.179252326105247,"Munich Urban","Munich","Urban"
0.00572827455102941,0.0457106462793101,-0.220549176206627,"Munich Urban","Munich","Urban"
0.0889851818560803,0.0200970729778687,-0.537521096814936,"Munich Urban","Munich","Urban"
0.256720270855395,-0.107519495755362,0.0751076567253632,"Munich Urban","Munich","Urban"
-0.0370355185446693,-0.126459123091701,-0.426313945167925,"Munich Urban","Munich","Urban"
-0.17689388610988,-0.0992115509285164,-0.29377164166537,"Munich Urban","Munich","Urban"
-0.0345597189561989,-0.49703226752138,-0.00985263001173483,"Munich Rural","Munich","Rural"
-0.190229852204924,-0.443975453439781,0.202121399601694,"Munich Rural","Munich","Rural"
0.00520432057498174,-0.385611631005647,0.019334598790833,"Munich Rural","Munich","Rural"
-0.167314523490249,-0.184370767057372,-0.146851065444092,"Munich Rural","Munich","Rural"
-0.0127844303973812,-0.260468964929203,-0.201566054539384,"Munich Rural","Munich","Rural"
0.224449735603061,-0.22829262057965,0.377085061792896,"Munich Rural","Munich","Rural"
0.0406220258028224,-0.428542775461467,-0.12135683948668,"Munich Rural","Munich","Rural"
-0.0125132621985998,-0.377268839090831,-0.268931165498243,"Munich Rural","Munich","Rural"
-0.0610802150834055,-0.398496451248454,-0.0594669167324769,"Munich Rural","Munich","Rural"
0.130101752288166,-0.367464778279641,-0.0916911178208723,"Munich Rural","Munich","Rural"
0.122102349908519,-0.0278832628876186,0.429730290698183,"Munich Rural","Munich","Rural"
-0.0386080584158489,-0.358746173999711,-0.231990925583075,"Munich Rural","Munich","Rural"
0.128194796481278,0.348372547961562,-0.217555765792161,"Munich Rural","Munich","Rural"
-0.0620610027196226,-0.507539490695948,-0.0818554879473783,"Berlin Rural","Berlin","Rural"
-0.13289234241094,-0.138398852648375,-0.163767234082981,"Berlin Rural","Berlin","Rural"
-0.27073318327865,-0.218017847932262,-0.188806194200948,"Berlin Rural","Berlin","Rural"
-0.0352189333478865,-0.253729273327252,0.0468488396751106,"Berlin Rural","Berlin","Rural"
-0.102354244093906,-0.155256846780497,-0.136696186125984,"Berlin Rural","Berlin","Rural"
-0.169977094800118,-0.254785632463293,-0.115976659546441,"Berlin Rural","Berlin","Rural"
-0.102691942644804,-0.398215903639483,-0.0132066232276929,"Berlin Rural","Berlin","Rural"
0.027685501829476,-0.267463645899764,0.403303706537506,"Berlin Rural","Berlin","Rural"
0.00727694520658609,-0.361792028509339,-0.152023170970182,"Berlin Rural","Berlin","Rural"
0.00422365616590472,-0.406477128071612,-0.177628087691409,"Berlin Rural","Berlin","Rural"
-0.0219388622499544,-0.36812870127001,-0.131034989701874,"Berlin Rural","Berlin","Rural"
0.114503241347579,-0.348595436333291,0.00800502225048226,"Berlin Rural","Berlin","Rural"
-0.0731290784097457,-0.279458964012298,-0.129781562534947,"Berlin Rural","Berlin","Rural"
-0.0246072745313162,-0.277869948097029,-0.120442547266994,"Berlin Rural","Berlin","Rural"
-0.295449948365745,0.0613474151096643,-0.288585402613998,"Berlin Rural","Berlin","Rural"
-0.259663437560433,0.211425543176576,-0.064168318040076,"Berlin Rural","Berlin","Rural"
0.000535987417491922,0.279580943491367,-0.460073705211389,"Berlin Rural","Berlin","Rural"
-0.342735731685502,0.0153705195076756,-0.247094474530229,"Berlin Rural","Berlin","Rural"
-0.36960688419133,0.00184174332886489,-0.41989708967196,"Berlin Rural","Berlin","Rural"
-0.458474448107797,0.0316734108098017,-0.102630451806669,"Berlin Rural","Berlin","Rural"
0.14043091047048,0.0936796315069412,0.306104171697765,"Berlin Rural","Berlin","Rural"
-0.244560373611537,0.240781349546808,-0.184700174378029,"Berlin Rural","Berlin","Rural"
-0.2820438749283,0.00119681281777088,-0.401048288093555,"Berlin Rural","Berlin","Rural"
-0.328012118863005,-0.041766482173016,-0.0935221896969665,"Berlin Rural","Berlin","Rural"
-0.118072226500305,-0.0648436552487339,0.24667453170591,"Berlin Rural","Berlin","Rural"
-0.243316837481721,0.0349505699200605,-0.120567787260112,"Berlin Rural","Berlin","Rural"
-0.332307131839659,0.0437312146399872,0.124315666193906,"Berlin Rural","Berlin","Rural"
0.153317513399306,0.0965519974858012,0.083501771012028,"Munich Urban","Munich","Urban"
-0.0272971631519087,0.178697583420843,-0.012392032885025,"Munich Urban","Munich","Urban"
0.0155201359007109,0.0027660653203816,0.0786499235220444,"Munich Urban","Munich","Urban"
0.000807912581016011,-0.00116789569577199,-0.0749501229708014,"Munich Urban","Munich","Urban"
0.0158734944096022,-0.274684479193707,0.496350259740133,"Munich Urban","Munich","Urban"
0.30660568586953,0.282904509068953,0.356139963147565,"Munich Urban","Munich","Urban"
-0.128031165034814,0.492745953726581,-0.225316863245681,"Munich Urban","Munich","Urban"
0.37777220197871,0.0133069663338176,0.417386490427377,"Munich Urban","Munich","Urban"
-0.0270663604206969,0.800512076754757,0.202469172953861,"Munich Urban","Munich","Urban"
0.371831875341252,-0.236255154032331,0.28159212318322,"Munich Urban","Munich","Urban"
0.194284968052681,0.201992321365554,0.015597685191613,"Munich Urban","Munich","Urban"
0.297021618138433,0.359414370679544,-0.160706001271666,"Munich Urban","Munich","Urban"
0.195589588359584,0.14986646299644,-0.181018850217383,"Munich Urban","Munich","Urban"
0.221279529986253,0.151969284556977,-0.161433032143877,"Munich Urban","Munich","Urban"
0.330248294098905,-0.0815084440966869,0.17205583030326,"Munich Urban","Munich","Urban"
0.332512447672263,0.0773295819570831,-0.116652721594552,"Munich Urban","Munich","Urban"
0.28626195407133,0.142036766673316,-0.250019546995099,"Munich Urban","Munich","Urban"
0.275204830074891,0.219137222702845,-0.237175600293128,"Munich Urban","Munich","Urban"
0.376066490999073,0.398276185397097,0.0620256507175736,"Munich Urban","Munich","Urban"
0.32182728365299,0.0191478014816104,-0.100291147180358,"Munich Urban","Munich","Urban"
0.258855841064706,0.14606542655704,-0.0643970834244223,"Munich Urban","Munich","Urban"
-0.159305454389861,-0.0304041351545898,-0.444536791260389,"Berlin Urban","Berlin","Urban"
-0.230200616206088,0.0457312551133553,-0.186873458573854,"Berlin Urban","Berlin","Urban"
-0.169950546920718,-0.0367625029851768,-0.117477022938806,"Berlin Urban","Berlin","Urban"
-0.0526488861291846,0.229920395316532,0.0018518310556516,"Berlin Urban","Berlin","Urban"
-0.15329744210186,0.104873809295705,-0.124001471336307,"Berlin Urban","Berlin","Urban"
-0.251844616122564,0.11576438353312,-0.228777250505749,"Berlin Urban","Berlin","Urban"
-0.0875968664735493,0.0708697460964899,-0.00337718554251647,"Berlin Urban","Berlin","Urban"
0.367736336433887,0.211105596503875,-0.13307877474178,"Munich Urban","Munich","Urban"
0.13898482759997,0.0822679420046263,-0.31507680824492,"Munich Urban","Munich","Urban"
0.00634192510831486,0.200067890764341,-0.280789849149875,"Munich Urban","Munich","Urban"
0.0441910506119935,-0.0203833859988165,-0.104842017873773,"Munich Urban","Munich","Urban"
0.460124643634514,0.141198349978278,0.0644796710921146,"Munich Urban","Munich","Urban"
0.312435736253398,0.0420491134731409,-0.0516776795929696,"Munich Urban","Munich","Urban"
0.309403030749349,0.227815957502421,0.00098799470157738,"Munich Urban","Munich","Urban"
0.161080667158068,0.122181820013071,-0.338879287486169,"Munich Urban","Munich","Urban"
0.0617061803921474,0.148918475954414,0.202555461985786,"Munich Urban","Munich","Urban"
0.368667677023549,-0.0575959493560037,-0.138749761968373,"Munich Urban","Munich","Urban"
0.239966460714485,0.260006937678939,-0.122509551183079,"Munich Urban","Munich","Urban"
-0.340917479785911,0.0696394897129148,0.22169287574065,"Berlin Rural","Berlin","Rural"
-0.477041678809703,-0.0477126784477474,-0.143219380394377,"Berlin Rural","Berlin","Rural"
-0.313714514004754,0.185436511896862,-0.0580530141438255,"Berlin Rural","Berlin","Rural"
-0.180284892404263,0.137795954247076,0.245497058673793,"Berlin Rural","Berlin","Rural"
-0.313172451456702,-0.0478632688539436,0.0817490255339111,"Berlin Rural","Berlin","Rural"
-0.393570835712484,0.0718504059847708,0.0440694348532936,"Berlin Rural","Berlin","Rural"
-0.322046246574118,0.224275037793677,0.00476774775124653,"Berlin Rural","Berlin","Rural"
