"MDS1","MDS2","MDS3","status","city","Urb"
0.128501800371254,0.315989894851239,-0.123138590729831,"Berlin Rural","Berlin","Rural"
0.111031783568532,0.173246306933412,0.0529514717187361,"Berlin Rural","Berlin","Rural"
0.202898279094926,0.161156039979925,0.0395554823915047,"Berlin Rural","Berlin","Rural"
0.0506530575574302,0.0090395117904859,0.134972339843559,"Berlin Urban","Berlin","Urban"
0.0212148619058199,-0.0605609757330377,0.0480965759148262,"Berlin Urban","Berlin","Urban"
0.0343501561646579,-0.193035322413716,0.00612627686377553,"Berlin Urban","Berlin","Urban"
-0.428427500273873,0.394488948916815,-0.0883833784886215,"Berlin Rural","Berlin","Rural"
-0.479772156560038,0.260740361885006,0.0843507402694155,"Berlin Rural","Berlin","Rural"
0.0259890611034007,-0.0522386698803894,-0.123300913964058,"Munich Rural","Munich","Rural"
0.0944377285274193,-0.0325779288957774,-0.17351521743898,"Munich Rural","Munich","Rural"
0.202911184312004,0.135917113975797,-0.232911449851756,"Munich Rural","Munich","Rural"
-0.0158337339855695,0.378111497695806,0.110996406943112,"Berlin Rural","Berlin","Rural"
-0.217686952759444,0.551906451343045,0.00853920398189851,"Berlin Rural","Berlin","Rural"
-0.0361820806162297,0.364510529950076,-0.247465279201008,"Berlin Rural","Berlin","Rural"
-0.0644764093689745,0.399478460604438,0.0582049807491117,"Berlin Rural","Berlin","Rural"
-0.475914500423474,-0.168749115489248,0.0775802566511041,"Berlin Rural","Berlin","Rural"
-0.141010449995508,-0.137647666240172,0.0581755760787973,"Berlin Rural","Berlin","Rural"
-0.0350467307334585,-0.0122558287773528,0.114724380261185,"Berlin Rural","Berlin","Rural"
-0.23138627027111,-0.195482087449717,0.0602925637137437,"Berlin Rural","Berlin","Rural"
0.141441850527643,-0.161244460871113,-0.215002271255141,"Munich Urban","Munich","Urban"
0.0514443295654342,-0.0268711212342879,-0.278194546812162,"Munich Urban","Munich","Urban"
0.0244770197638836,0.0149584719134322,-0.33519232874897,"Munich Urban","Munich","Urban"
0.154518114939347,-0.161980872663055,0.0116197924552578,"Munich Rural","Munich","Rural"
0.150607179632802,-0.270490186017103,-0.0282997466002698,"Munich Rural","Munich","Rural"
0.172343346638855,-0.17504654963078,0.000464591778341163,"Munich Rural","Munich","Rural"
-0.633142223759237,-0.0354837782839953,0.228427753810799,"Berlin Urban","Berlin","Urban"
-0.248378187891973,-0.238825944058808,0.290392256952813,"Berlin Urban","Berlin","Urban"
-0.283910714326317,-0.116745301977437,0.403995090025511,"Berlin Urban","Berlin","Urban"
-0.360468811834149,0.0581018469811396,0.0256734376416777,"Berlin Urban","Berlin","Urban"
-0.545052502874953,-0.571028466226655,0.069208297201962,"Munich Urban","Munich","Urban"
-0.483732191712547,0.0657862470318926,0.449103403186256,"Munich Urban","Munich","Urban"
-0.171310172100518,0.210662843876935,-0.129032415228396,"Berlin Urban","Berlin","Urban"
-0.176854608175883,0.366342273285767,-0.230825216788731,"Berlin Urban","Berlin","Urban"
-0.100772594104519,0.241455487787703,-0.120474036088269,"Berlin Urban","Berlin","Urban"
-0.0974854341975687,0.396995903924768,-0.265956913250523,"Berlin Urban","Berlin","Urban"
-0.177835866196871,-0.0438533828483975,0.222077002215822,"Berlin Rural","Berlin","Rural"
-0.175506927909392,0.0296796732477873,0.384376649840742,"Berlin Rural","Berlin","Rural"
0.0372233292387705,0.212793537981696,0.025287794355394,"Berlin Rural","Berlin","Rural"
-0.196093871886269,-0.0465051361747468,-0.0659776079316566,"Berlin Rural","Berlin","Rural"
0.0194398051259823,0.235404921556906,-0.367817459268828,"Berlin Urban","Berlin","Urban"
-0.113443249347786,0.193524483297602,-0.43120292236702,"Berlin Urban","Berlin","Urban"
